name	region	elevation	gps	area	population	density	zip	suj	ecv	tel
Ťapešovo	Žilinský kraj	670	49.379444°N 19.438333°E	6,72	687	102,23	029 51 	510092	NO	+421-43	
Ubľa	Prešovský kraj	224	48.898333°N 22.391389°E	29	796	27,45	067 71	520918	SV	+421-57	
Úbrež	Košický kraj	130	48.7870°N 22.1276°E	17,42	724	41,56	072 42	523224	SO	+421-56	
Udavské	Prešovský kraj	165	48.9739°N 21.9656°E	13,2	1 217	92,2	067 31	520926	HE	+421-57	
Udiča	Trenčiansky kraj	282	49.1649°N 18.3992°E	22,14	2 169	97,97	018 01	513741	PB	+421-42	
Údol	Prešovský kraj	519	49.2919°N 20.8084°E	13,07	406	31,06	065 45 	527050	SL	+421-52	
Uhliská	Nitriansky kraj	610	48.4019°N 18.7529°E	14,1	191	13,55	935 05 	502898	LV	+421-36	
Úhorná	Košický kraj	713 m,	48.700000°N 20.666667°E	8,83	140	15,86	055 66 	543683	GL	+421-53	
Uhorská Ves	Žilinský kraj	607	49.0584°N 19.6832°E	4,45	471	105,84	032 03 	511099	LM	+421-44	
Uhorské	Banskobystrický kraj	279	48.4711°N 19.7495°E	24,61	555	22,55	985 25	511978	PT	+421-47	
Uhrovec	Trenčiansky kraj	258	48.750000°N 18.333333°E	22,95	1 526	66,49	956 41	505625	BN	+421-38	
Uhrovské Podhradie	Trenčiansky kraj	340	48.7636°N 18.3797°E	12,52	37	2,96	956 41 	505633	BN	+421-38	
Ulič	Prešovský kraj	245	48.961111°N 22.424167°E	25,15	916	36,42	067 67	520934	SV	+421-57	
Uličské Krivé	Prešovský kraj	285	48.991111°N 22.436944°E	19,09	255	13,36	067 67 	520942	SV	+421-57	
Uloža	Prešovský kraj	884	49.044420°N 20.644810°E	6,84	202	29,53	053 71 	543691	LE	+421-53	
Úľany nad Žitavou	Nitriansky kraj	126	48.106667°N 18.237500°E	8,4	1 531	182,26	941 03	556050	NZ	+421-35	
Unín	Trnavský kraj	280	48.728678°N 17.214789°E	22,73	1 235	54,33	908 46	504939	SI	+421-34	
Uňatín	Banskobystrický kraj	304	48.294444°N 19.063250°E	12,99	186	14,32	962 41 	518905	KA	+421-45	
Urmince	Nitriansky kraj	199	48.5340°N 18.0978°E	10,91	1 415	129,7	956 02	505641	TO	+421-38	
Utekáč	Banskobystrický kraj	402	48.602778°N 19.804722°E	26,88	1 005	37,39	985 06	580317	PT	+421-47	
Uzovce	Prešovský kraj	393	49.0921°N 21.1809°E	5,54	520	93,86	082 66	525359	SB	+421-51	
Uzovská Panica	Banskobystrický kraj	191	48.4183°N 20.1413°E	20,86	740	35,47	980 22 	515701	RS	+421-47	
Uzovské Pekľany	Prešovský kraj	480	49.0864°N 21.0235°E	9,95	405	40,7	082 63 	525367	SB	+421-51	
Uzovský Šalgov	Prešovský kraj	365	49.0903°N 21.0609°E	6,43	604	93,93	082 61 	525375	SB	+421-51	
Vaďovce	Trenčiansky kraj	228	48.7378°N 17.7226°E	11,11	760	68,41	916 13 	506630	NM	+421-32	
Vagrinec	Prešovský kraj	269	49.3142°N 21.6264°E	5,53	127	22,97	090 03 	527947	SK	+421-54	
Váhovce	Trnavský kraj	123	48.251389°N 17.780278°E	15,98	2 120	132,67	925 62	504114	GA	+421-31	
Vajkovce	Košický kraj	209	48.7837°N 21.3210°E	3,89	703	180,72	044 43 	522121	KS	+421-55	
Valaliky	Košický kraj	190	48.6423°N 21.2919°E	8,63	4 246	492	044 13	522139	KS	+421-55	
Valaská	Banskobystrický kraj	470	48.8151°N 19.5744°E	63,31	3 828	60,46	976 46	509086	BR	+421-48	
Valaská Belá	Trenčiansky kraj	482	48.8866°N 18.3966°E	64,77	2 190	33,81	972 28	514420	PD	+421-46	
Valaská Dubová	Žilinský kraj	662	49.141944°N 19.292500°E	12,79	777	60,75	034 96	511102	RK	+421-41	
Valaškovce	Prešovský kraj	548	48.9139°N 22.0750°E	119,23	0	0	066 01	518638	HE	+421-57	
Valča	Žilinský kraj	480	49.000000°N 18.844444°E	32,23	1 613	50,05	038 35	512761	MT	+421-43	
Valentovce	Prešovský kraj	338	49.177961°N 21.952242°E	2,21	44	19,91	067 01 	520951	ML	+421-57	
Valice	Banskobystrický kraj	213	48.4490°N 20.1965°E	5,34	322	60,3	982 52 	515795	RS	+421-47	
Valkovce	Prešovský kraj	220	49.1720°N 21.5291°E	6,66	227	34,08	090 42 	527955	SK	+421-54	
Vaľkovňa	Banskobystrický kraj	717	48.8346°N 20.0684°E	14,85	413	27,81	976 69 	509094	BR	+421-48	
Vaniškovce	Prešovský kraj	400	49.1635°N 21.3003°E	4,8	379	78,96	086 41 	518964	BJ	+421-54	
Vápeník	Prešovský kraj	360 – 667 m	49.3932°N 21.5412°E	3,77	38	10,08	090 02 	527963	SK	+421-54	
Varadka	Prešovský kraj	409	49.4125°N 21.3843°E	7,37	196	26,59	086 36 	519901	BJ	+421-54	
Varechovce	Prešovský kraj	318	49.2245°N 21.8059°E	10,59	171	16,15	090 23 	527971	SP	+421-54	
Varhaňovce	Prešovský kraj	297	48.8558°N 21.3642°E	8,36	1 390	166,27	082 05 	525383	PO	+421-51	
Varín	Žilinský kraj	358	49.202222°N 18.872222°E	19,09	3 751	196,49	013 03	518069	ZA	+421-41	
Vasiľov	Žilinský kraj	650	49.3489°N 19.3840°E	9,14	824	90,15	029 51 	510149	NO	+421-43	
Vavrečka	Žilinský kraj	645	49.3844°N 19.4694°E	8,96	1 424	158,93	029 01 	510157	NO	+421-43	
Vavrinec	Prešovský kraj	285	49.0496°N 21.5961°E	5,45	60	11,01	094 31 	529214	VT	+421-57	
Vavrišovo	Žilinský kraj	680 - 720	49.068792°N 19.756853°E	9,91	664	67	032 42 	511111	LM	+421-44	
Važec	Žilinský kraj	788	49.059167°N 19.980000°E	59,68	2 351	39,39	032 61	511129	LM	+421-44	
Včelince	Banskobystrický kraj	168	48.383333°N 20.300000°E	13,12	788	60,06	980 50	515710	RS	+421-47	
Večelkov	Banskobystrický kraj	292	48.1623°N 19.9346°E	5,34	253	47,38	980 34 	515728	RS	+421-47	
Vechec	Prešovský kraj	184	48.8723°N 21.6251°E	17,27	2 786	161,32	094 12	529222	VT	+421-57	
Velčice	Nitriansky kraj	224 m	48.414722°N 18.303611°E	34,7	819	23,6	951 71 	500836	ZM	037/	
Veličná	Žilinský kraj	462	49.204722°N 19.246389°E	29,3	1 111	37,92	027 54	510165	DK	+421-43	
Velušovce	Nitriansky kraj	237	48.633250°N 18.099972°E	5,81	505	86,92	955 01 	505749	TO	+421-38	
Veľaty	Košický kraj	160 m	48.523056°N 21.659444°E	12,04	871	72,34	076 15	543845	TV	+421-56	
Veľká Čalomija	Banskobystrický kraj	142	48.0693°N 19.2020°E	8,91	602	67,56	991 09	516465	VK	+421-47	
Veľká Čausa	Trenčiansky kraj	320	48.7775°N 18.6944°E	7,81	463	59,28	971 01 	514438	PD	+421-46	
Veľká Čierna	Žilinský kraj	495	49.091667°N 18.588889°E	4,82	356	73,86	015 01 	518077	ZA	+421-41	
Veľká Dolina	Nitriansky kraj	136	48.1851°N 18.0314°E	11,69	666	56,97	951 15 	500844	NR	+421-37	
Veľká Franková	Prešovský kraj	664	49.3358°N 20.2978°E	10,59	356	33,62	059 78	523992	KK	+421-52	
Veľká Hradná	Trenčiansky kraj	270	48.7701°N 18.1400°E	11,88	696	58,59	913 24 	506648	TN	+421-32	
Veľká Ida	Košický kraj	218	48.5977°N 21.1674°E	31,01	3 406	109,84	044 55	522147	KS	+421-55	
Veľká Lehota	Banskobystrický kraj	650	48.462222°N 18.560833°E	18,61	1 163	62,49	966 41	517330	ZC	+421-45	
Veľká Lesná	Prešovský kraj	605	49.3342°N 20.4370°E	24,25	481	19,84	065 34	527068	SL	+421-52	
Veľká Lodina	Košický kraj	255	48.8597°N 21.1566°E	19,72	268	13,59	044 81 	522155	KS	+421-55	
Veľká Lomnica	Prešovský kraj	678	49.1114°N 20.3605°E	19,12	4 451	232,79	059 52	524000	KK	+421-52	
Veľká Lúka	Banskobystrický kraj	308	48.6297°N 19.1683°E	8,53	567	66,47	962 31 	581585	ZV	+421 45 544 ****	
Veľká Mača	Trnavský kraj	123	48.250000°N 17.700000°E	14,81	2 575	173,87	925 32	504122	GA	+421-31	
Veľká nad Ipľom	Banskobystrický kraj	169	48.2628°N 19.6188°E	24,42	938	38,41	985 32	511994	LC	+421-47	
Veľká Paka	Trnavský kraj	123	48.043056°N 17.400278°E	18,36	930	50,65	930 11	501972	DS	+421-31	
Veľká Tŕňa	Košický kraj	174	48.4677°N 21.6786°E	14,11	460	32,6	076 82	513806	TV	+421-56	
Veľká Ves	Banskobystrický kraj	204	48.3810°N 19.6750°E	9,8	451	46,02	985 01 	512001	PT	+421-47	
Veľká Ves nad Ipľom	Banskobystrický kraj	134	48.0797°N 19.0851°E	9,21	421	45,71	991 10	516473	VK	+421-47	
Veľké Bierovce	Trenčiansky kraj	200	48.8525°N 17.9831°E	4,91	674	137,27	913 11 	506656	TN	+421-32	
Veľké Blahovo	Trnavský kraj	116	48.011111°N 17.579167°E	18,13	1 491	82,24	930 01	501981	DS	+421-31	
Veľké Borové	Žilinský kraj	835	49.198333°N 19.516667°E	10,99	57	5,19	027 32 	511137	LM	+421-44	
Veľké Dravce	Banskobystrický kraj	193	48.346641°N 19.837193°E	9,53	675	70,83	985 42	512010	LC	+421-47	
Veľké Držkovce	Trenčiansky kraj	243	48.7636°N 18.3797°E	12,52	37	2,96	956 54	505633	BN	+421-38	
Veľké Dvorany	Nitriansky kraj	199	48.5574°N 18.0728°E	7,75	701	90,45	956 01 	505676	TO	+421-38	
Veľké Dvorníky	Trnavský kraj	114	48.000000°N 17.650000°E	7,99	1 072	134,17	929 01 	555673	DS	+421-31	
Veľké Hoste	Trenčiansky kraj	230	48.6792°N 18.1585°E	8,26	592	71,67	956 38 	505684	BN	+421-38	
Veľké Chlievany	Trenčiansky kraj	217	48.7038°N 18.2267°E	5,15	481	93,4	956 55	505692	BN	+421-38	
Veľké Chyndice	Nitriansky kraj	174	48.2895°N 18.2853°E	5,05	319	63,17	951 54 	500518	NR	+421-37	
Veľké Kapušany	Košický kraj	109	48.553333°N 22.077222°E	29,62	9 321	314,69	079 01	543853	MI	+421-56	
Veľké Kosihy	Nitriansky kraj	110	47.7653°N 17.8833°E	24,27	982	40,46	946 21	501387	KN	+421-35	
Veľké Kostoľany	Trnavský kraj	167	48.504444°N 17.726111°E	24,39	2 757	113,04	922 07	507709	PN	+421-33	
Veľké Kozmálovce	Nitriansky kraj	170	48.272778°N 18.539444°E	5,92	709	119,76	935 21 	581160	LV	+421-36	
Veľké Kršteňany	Trenčiansky kraj	215	48.6450°N 18.4144°E	13,48	608	45,1	958 03 	505706	PE	+421-38	
Veľké Leváre	Bratislavský kraj	170	48.503056°N 17.001247°E	26,45	3 576	135,2	908 73	504947	MA	+421-34	
Veľké Lovce	Nitriansky kraj	162	48.063889°N 18.337222°E	25,85	1 942	75,13	941 42	503631	NZ	+421-35	
Veľké Ludince	Nitriansky kraj	173	47.9635°N 18.5089°E	31,8	1 523	47,89	935 65	502910	LV	+421-36	
Veľké Orvište	Trnavský kraj	164	48.620556°N 17.790000°E	3,84	1 072	279,17	922 01 	556572	PN	+421-33	
Veľké Ozorovce	Košický kraj	180	48.6629°N 21.6117°E	13,77	745	54,1	078 01 	543861	TV	+421-56	
Veľké Pole	Banskobystrický kraj	556	48.550000°N 18.566667°E	35,62	382	10,72	966 74	517348	ZC	+421-45	
Veľké Raškovce	Košický kraj	100	48.5554°N 21.9108°E	12	315	26,25	076 75 	543870	MI	+421-56	
Veľké Revištia	Košický kraj	110	48.742342°N 22.091161°E	10,19	533	52,31	072 43	523232	SO	+421-56	
Veľké Ripňany	Nitriansky kraj	156 – 243	48.500000°N 18.000000°E	23,68	2 131	89,99	956 07	505714	TO	+421-38	
Veľké Rovné	Žilinský kraj	383	49.2911°N 18.5833°E	40,6	3 819	94,06	013 62	518085	BY	+421-41	
Veľké Slemence	Košický kraj	103	48.5096°N 22.1470°E	9,97	588	58,98	076 77 	543888	MI	+421-56	
Veľké Straciny	Banskobystrický kraj	210	48.1963°N 19.3954°E	6,28	177	28,18	990 01 	558214	VK	+421-47	
Veľké Teriakovce	Banskobystrický kraj	229-509	48.4336°N 19.9663°E	22,35	893	39,96	980 51	515736	RS	+421-47	
Veľké Trakany	Košický kraj	101	48.3925°N 22.0939°E	10,5	1 400	133,33	076 42	543896	TV	+421-56	
Veľké Turovce	Nitriansky kraj	135	48.1039°N 18.9546°E	9,19	753	81,94	935 81 	502928	LV	+421-36	
Veľké Uherce	Trenčiansky kraj	230	48.600000°N 18.433333°E	27,79	2 037	73,3	958 41	505722	PE	+421-38	
Veľké Úľany	Trnavský kraj	119	48.166667°N 17.574722°E	41,86	4 390	104,87	925 22	504131	GA	+421-31	
Veľké Vozokany	Nitriansky kraj	150	48.320833°N 18.412500°E	9,88	486	49,19	951 82 	555932	ZM	+421-37	
Veľké Zálužie	Nitriansky kraj	180	48.309444°N 17.938889°E	32,1	4 120	128,35	951 35	500887	NR	+421-37	
Veľké Zlievce	Banskobystrický kraj	210	48.2022°N 19.4517°E	16,3	501	30,74	991 23	516490	VK	+421-47	
Veľkrop	Prešovský kraj	283	49.2401°N 21.7473°E	10,44	222	21,26	091 01 	527980	SP	+421-54	
Veľký Biel	Bratislavský kraj	131	48.216667°N 17.366667°E	10,16	2 370	233,27	900 24	508292	SC	+421-2	
Veľký Blh	Banskobystrický kraj	198	48.4450°N 20.1171°E	33,01	1 207	36,56	980 22	515744	RS	+421-47	
Veľký Cetín	Nitriansky kraj	132	48.2214°N 18.1955°E	16,87	1 608	95,32	951 05	500895	NR	+421-37	
Veľký Čepčín	Žilinský kraj	470	48.893106°N 18.808958°E	6,78	240	35,4	038 45 	512788	TR	+421-43	
Veľký Ďur	Nitriansky kraj	180 – 200	48.2072°N 18.4457°E	22,02	1 266	57,49	935 34	502936	LV	+421-36	
Veľký Folkmar	Košický kraj	370	48.850000°N 21.016667°E	23,1	916	39,65	055 51	543705	GL	+421-53	
Veľký Grob	Trnavský kraj	122	48.250000°N 17.494444°E	23,55	1 283	54,48	925 27	504149	GA	+421-31	
Veľký Horeš	Košický kraj	99	48.383333°N 21.905556°E	18,24	1 044	57,24	076 52	543900	TV	+421-56	
Veľký Kamenec	Košický kraj	123	48.3611°N 21.8054°E	12,72	797	62,66	076 36	543918	TV	+421-56	
Veľký Klíž	Trenčiansky kraj	250	48.5511°N 18.3666°E	42,4	900	21,23	958 45	505731	PE	+421-38	
Veľký Krtíš	Banskobystrický kraj	200	48.215000°N 19.338056°E	15,03	12 608	838,86	990 01	515850	VK	+421-47	
Veľký Kýr	Nitriansky kraj	128-174	48.181667°N 18.153333°E	23,64	3 032	128,26	941 07	503380	NZ	+421-35	
Veľký Lapáš	Nitriansky kraj	160	48.2901°N 18.1857°E	8,16	1 146	140,44	951 04	555860	NR	+421-37	
Veľký Lipník	Prešovský kraj	530-1 112	49.375000°N 20.497222°E	27,51	977	35,51	065 33	527076	SL	+421-52	
Veľký Lom	Banskobystrický kraj	424	48.339444°N 19.371111°E	10,64	196	18,42	991 03 	516503	VK	+421-47	
Veľký Meder	Trnavský kraj	112	47.856389°N 17.770556°E	55,55	8 828	158,92	932 01	501522	DS	+421-31	
Veľký Slavkov	Prešovský kraj	683	49.0958°N 20.2795°E	12,21	1 276	104,5	059 91	524018	PP	+421-52	
Veľký Slivník	Prešovský kraj	391	49.1136°N 21.2749°E	6,09	335	55,01	082 67 	525391	PO	+421-54	
Veľký Šariš	Prešovský kraj	269	49.038333°N 21.191667°E	25,73	5 630	218,81	082 21	525405	PO	+421-51	
Veľopolie	Prešovský kraj	179	48.9918°N 21.9522°E	7,86	360	45,8	067 31 	520977	HE	+421-57	
Vernár	Prešovský kraj	778	48.916667°N 20.266667°E	52,88	584	11,04	059 17	524026	PP	+421-52	
Veselé	Trnavský kraj	161	48.546944°N 17.735278°E	13,87	1 198	86,37	922 08	507725	PN	+421-33	
Veterná Poruba	Žilinský kraj	820	49.1091°N 19.6763°E	4,73	378	79,92	031 04 	511145	LM	+421-44	
Vidiná	Banskobystrický kraj	199	48.3614°N 19.6520°E	5,49	1 842	335,52	985 59	557307	LC	+421-47	
Vieska	Trnavský kraj	118	48.002778°N 17.528056°E	6,68	426	63,77	930 02 	555746	DS	+421-31	
Vieska	Banskobystrický kraj	188	48.2625°N 19.4663°E	3,31	222	67,07	991 02 	516511	VK	+421-47	
Vieska nad Žitavou	Nitriansky kraj	160-210	48.3162°N 18.3617°E	5,46	462	84,62	951 52 	500909	ZM	+421-37	
Vígľaš	Banskobystrický kraj	385	48.555556°N 19.294722°E	32,06	1 663	51,87	962 02	518921	DT	+421-45	
Vígľašská Huta-Kalinka	Banskobystrický kraj	579	48.4941°N 19.2792°E	16,2	362	22,35	962 25 	518930	DT	+421-45	
Vikartovce	Prešovský kraj	780	48.9939°N 20.1539°E	50,27	1 867	37,14	059 19	524034	PP	+421-52	
Vinica	Banskobystrický kraj	164	48.1166°N 19.1200°E	30,76	1 821	59,2	991 28	516520	VK	+421-47	
Viničky	Košický kraj	100	48.3985°N 21.7435°E	8,84	508	57,47	076 31 	543926	TV	056/6373	
Viničné	Bratislavský kraj	155	48.271667°N 17.300833°E	9,62	2 184	227,03	900 23	508306	PK	+421-33	
Vinné	Košický kraj	145	48.808333°N 21.965833°E	29,78	1 725	57,92	072 31  Vinné)	523259	MI	+421-56	
Vinodol	Nitriansky kraj	124	48.200000°N 18.200000°E	14,98	1 953	130,37	951 06	500917	NR	+421-37	
Vinohrady nad Váhom	Trnavský kraj	166	48.308333°N 17.763889°E	10,7	1 564	146,17	925 55	504157	GA	+421-31	
Vinosady	Bratislavský kraj	179	48.308889°N 17.287778°E	5,15	1 274	247,38	902 01 	508314	PK	+421-33	
Virt	Nitriansky kraj	120	47.750000°N 18.316667°E	4,68	284	60,68	946 38 	555827	KN	+421-35	
Vislanka	Prešovský kraj	542	49.2345°N 20.8613°E	4,23	261	61,7	065 41 	527084	SL	+421-52	
Vislava	Prešovský kraj	260	49.2786°N 21.6624°E	10,96	208	18,98	090 21 	527998	SP	+421-54	
Visolaje	Trenčiansky kraj	277	49.0706°N 18.3637°E	9,65	901	93,37	018 61 	513776	PU	+421-42	
Višňov	Košický kraj	131	48.7488°N 21.6689°E	4,76	227	47,69	076 61 	543934	TV	+421-56	
Višňové	Trenčiansky kraj	220	48.7259°N 17.7529°E	5,52	171	30,98	916 16 	506672	NM	+421-32	
Višňové	Žilinský kraj	450	49.166667°N 18.766667°E	15,17	2 708	178,51	013 23	518093	ZA	+421-41	
Vištuk	Bratislavský kraj	181	48.334564°N 17.395303°E	20,04	1 322	65,97	900 85	508322	PK	+421-33	
Vitanová	Žilinský kraj	699	49.355000°N 19.729444°E	45,8	1 296	28,3	027 12 	510173	TS	+421-43	
Vítkovce	Košický kraj	406	48.9285°N 20.7209°E	5,22	597	114,37	053 63 	543713	SN	+421-53	
Víťaz	Prešovský kraj	505	48.970278°N 20.955833°E	19,3	2 037	105,54	082 38	525413	PO	+421 – 51	
Víťazovce	Prešovský kraj	168	49.0102°N 21.8013°E	5,57	318	57,09	067 24 	520985	HE	+421-57	
Vlača	Prešovský kraj	200	49.0495°N 21.5104°E	4,25	233	54,82	094 31 	529231	VT	+421-57	
Vladiča	Prešovský kraj	330 m	49.3210°N 21.7780°E	27,07	59	2,18	090 23 	528005	SP	+421-54	
Vlachovo	Košický kraj	397	48.771389°N 20.412778°E	37,33	875	23,44	049 24	526339	RV	+421-58	
Vlachy	Žilinský kraj	532	49.0935°N 19.4738°E	11,22	584	52,05	032 13 	511153	LM	+421-44	
Vlčany	Nitriansky kraj	112	48.0310°N 17.9469°E	39,76	3 304	83,1	925 84	504165	SA	+421-31	
Vlčkovce	Trnavský kraj	126	48.316667°N 17.666667°E	12,86	1 278	99,38	919 23	556513	TT	+421-33	
Vlkanová	Banskobystrický kraj	320	48.6683°N 19.1469°E	7,78	1 296	166,58	976 31	557293	BB	+421-48	
Vlkas	Nitriansky kraj	150	48.140278°N 18.285278°E	6,7	334	49,85	941 44 	556025	NZ	+421-35	
Vlková	Prešovský kraj	670	49.0589°N 20.4299°E	11,81	721	61,05	059 72 	524042	KK	+421-52	
Vlkovce	Prešovský kraj	825	49.0493°N 20.4992°E	3,84	482	125,52	059 71 	524051	KK	+421-52	
Vlky	Bratislavský kraj	126	48.158333°N 17.367500°E	3,62	424	117,13	900 44 	508331	SC	+421-2	
Voderady	Trnavský kraj	137	48.275000°N 17.558333°E	14,15	1 424	100,64	919 42	507741	TT	+421-33	
Vojany	Košický kraj	101	48.5702°N 21.9876°E	10,94	884	80,8	076 72	543942	MI	+421-56	
Vojčice	Košický kraj	111	48.6794°N 21.7124°E	17,9	2 174	121,45	076 22	543951	TV	+421-56	
Vojka	Košický kraj	105	48.4625°N 21.9147°E	8,74	508	58,12	076 83 	543969	TV	+421-56	
Vojka nad Dunajom	Trnavský kraj	122	47.976389°N 17.380556°E	8,21	452	55,05	930 31	501999	DS	+421-31	
Vojkovce	Košický kraj	540	48.9552°N 20.8613°E	7,51	421	56,06	053 61 	543721	SN	+421-53	
Vojnatina	Košický kraj	128	48.7341°N 22.2284°E	7,69	242	31,47	072 61 	523267	SO	+421-56	
Vojňany	Prešovský kraj	896	49.248056°N 20.443611°E	5,79	284	49,05	059 02 	524069	KK	+421-52	
Vojtovce	Prešovský kraj	338	49.2054°N 21.6931°E	4,92	108	21,95	091 01 	528013	SP	+421-54	
Volica	Prešovský kraj	254	49.154722°N 21.919167°E	5,37	299	55,68	067 01 	520993	ML	+421-57	
Volkovce	Nitriansky kraj	205	48.3377°N 18.4551°E	11,6	1 016	87,59	951 87	500925	ZM	+421-37	
Voľa	Košický kraj	129	48.8447°N 21.8497°E	5,78	260	44,98	072 21 	523275	MI	+421-56	
Voznica	Banskobystrický kraj	819 m	48.455556°N 18.700000°E	17,18	651	37,89	966 81 	517356	ZC	+421-45	
Vozokany	Trnavský kraj	115	48.106667°N 17.686389°E	12,89	1 175	91,16	925 05	504173	GA	+421-31	
Vozokany	Nitriansky kraj	239	48.5676°N 17.9950°E	9,12	330	36,18	956 05 	505757	TO	+421-38	
Vráble	Nitriansky kraj	142	48.240833°N 18.308611°E	38,31	8 843	230,83	952 01	500933	NR	+421-37	
Vrádište	Trnavský kraj	165	48.816667°N 17.183333°E	4,25	779	183,29	908 49	504963	SI	+421-668	
Vrakúň	Trnavský kraj	114	47.933333°N 17.600000°E	38,34	2 629	68,57	930 25	502006	DS	+421-31	
Vranov nad Topľou	Prešovský kraj	132	48.880833°N 21.673333°E	34,36	23 041	670,58	093 01	544051	VT	+421-57	
Vrbnica	Košický kraj	105	48.6775°N 21.8831°E	4,94	1 003	203,04	072 16 	523283	MI	+421-56	
Vrbov	Prešovský kraj	654	49.0884°N 20.4226°E	19,3	1 421	73,63	059 72	524077	KK	+421-52	
Vrbovce	Trenčiansky kraj	341	48.7991°N 17.4687°E	51,52	1 538	29,85	906 06	504971	MY	+421-34	
Vrbová nad Váhom	Nitriansky kraj	109	47.8481°N 18.0497°E	21,7	544	25,07	945 01 	501409	KN	+421-35	
Vrbové	Trnavský kraj	188	48.620000°N 17.723611°E	13,97	6 122	438,22	922 03	507750	PN	+421-33	
Vrbovka	Banskobystrický kraj	151	48.0903°N 19.4081°E	10,6	357	33,68	991 06 	516538	VK	+421-47	
Vrchteplá	Trenčiansky kraj	520	49.130278°N 18.562778°E	4,9	264	53,88	017 05 (	513784	PB	+421-42	
Vrícko	Žilinský kraj	592	48.969444°N 18.705833°E	29,57	454	15,35	038 31	512796	MT	+421-43	
Vršatské Podhradie	Trenčiansky kraj	650	49.0644°N 18.1532°E	13,43	241	17,94	018 52 	557625	IL	+421-42	
Vrútky	Žilinský kraj	382	49.111667°N 18.923611°E	18,66	7 664	410,72	038 61	557358	MT	+421-43	
Vtáčkovce	Košický kraj	395	48.8435°N 21.3794°E	3,74	1 007	269,25	044 47 	522163	KS	+421-55	
Výborná	Prešovský kraj	701	49.2338°N 20.3970°E	10,54	1 137	107,87	059 02 	524085	KK	+421-52	
Výčapy-Opatovce	Nitriansky kraj	155	48.411667°N 18.082778°E	14,19	2 189	154,26	951 44	500941	NR	+421-37	
Vydrany	Trnavský kraj	116	48.016667°N 17.587500°E	16,05	1 555	96,88	930 16	502014	DS	+421-31	
Vydrná	Trenčiansky kraj	893	49.2030°N 18.2502°E	13,44	340	25,3	020 53 	557498	PU	+421-42	
Vydrník	Prešovský kraj	610	49.0013°N 20.4065°E	4,96	1 143	230,44	059 14 	524093	PP	+421-52	
Vyhne	Banskobystrický kraj	350	48.513889°N 18.813889°E	18,34	1 237	67,45	966 02	517364	ZH	+421-45	
Východná	Žilinský kraj	775	49.058611°N 19.889167°E	193,7	2 157	11,14	032 32	511170	LM	+421-44	
Výrava	Prešovský kraj	357	49.1917°N 22.0056°E	20,24	165	8,15	067 16	521001	ML	+421-57	
Vysočany	Trenčiansky kraj	250	48.6785°N 18.3194°E	4,32	124	28,7	956 35 	505765	BN	+421-38	
Vysoká	Banskobystrický kraj	667	48.4125°N 18.7904°E	14,56	138	9,48	969 01 	517372	BS	+421-45	
Vysoká	Prešovský kraj	348	49.1241°N 20.8875°E	6,86	134	19,53	082 74 	525421	SB	+421-54	
Vysoká nad Kysucou	Žilinský kraj	543	49.3803°N 18.5482°E	43,87	2 734	62,32	023 55	509515	CA	+421-41	
Vysoká nad Uhom	Košický kraj	109	48.627500°N 22.093611°E	15,35	808	52,64	072 14 	523291	MI	+421-56	
Vysoká pri Morave	Bratislavský kraj	145	48.329900°N 16.912114°E	33,53	2 196	65,49	900 66	508349	MA	+421-2	
Vysoké Tatry	Prešovský kraj	760 až 1 125	49.147500°N 20.227500°E	359,79	4 158	11,56	062 01 	560103	PP	+421-52	
Vyškovce	Prešovský kraj	217	49.2505°N 21.6705°E	6,62	136	20,54	090 21 	528021	SP	+421-54	
